"j","i","CNTSCHID","CNTSTUID","CNT","CREATAS","GROSAGR","missing_CREATAS","missing_GROSAGR"
268,6,NA,NA,"Albania",-0.284590262197288,-0.105137672944676,1,1
268,7,NA,NA,"Albania",0.522966109186386,0.588459072161852,1,1
268,8,NA,NA,"Albania",-0.808406360856616,-0.475776276287535,1,1
268,9,NA,NA,"Albania",1.96478483817926,0.575529851707617,1,1
268,10,NA,NA,"Albania",-0.404876291008884,0.156303342674916,1,1
268,11,NA,NA,"Albania",0.951440516836163,-1.83148007163292,1,1
268,12,NA,NA,"Albania",-0.735696286728605,1.36403120137873,1,1
268,13,NA,NA,"Albania",-0.109537597482694,-0.508226340771587,1,1
268,14,NA,NA,"Albania",0.855882696015635,-0.753244281272944,1,1
268,15,NA,NA,"Albania",2.22486765810395,-0.10271309311132,1,1
268,16,NA,NA,"Albania",1.9815012638057,-1.3237737655426,1,1
268,17,NA,NA,"Albania",0.657693106133736,-1.36206494455041,1,1
268,18,NA,NA,"Albania",3.6221741965173,-1.38298912129833,1,1
268,19,NA,NA,"Albania",0.415310560838781,-0.831796965207105,1,1
268,20,NA,NA,"Albania",-1.65644599683781,0.684729065924183,1,1
268,21,NA,NA,"Albania",1.70319151836647,0.281922919710076,1,1
268,22,NA,NA,"Albania",-0.417335047508192,0.52956654452739,1,1
268,23,NA,NA,"Albania",-0.157521149461777,-2.09604907739102,1,1
268,24,NA,NA,"Albania",0.721541968767694,-0.12975968713243,1,1
268,25,NA,NA,"Albania",2.68173564130373,-0.220104550652855,1,1
268,26,NA,NA,"Albania",1.52942885952503,-1.55770595676075,1,1
268,27,NA,NA,"Albania",0.354489472224521,-0.444065233030523,1,1
268,28,NA,NA,"Albania",1.56257786089851,0.17113105099192,1,1
268,29,NA,NA,"Albania",-0.487883593731055,-0.846970259204507,1,1
268,30,NA,NA,"Albania",-0.123555077617392,0.737981530185242,1,1
268,31,NA,NA,"Albania",0.157013632442911,0.583113121666456,1,1
268,32,NA,NA,"Albania",2.36250085467243,1.3323551969612,1,1
268,33,NA,NA,"Albania",1.6919720145092,0.789320110396244,1,1
268,34,NA,NA,"Albania",-3.11200548619401,-3.34843934104524,1,1
268,35,NA,NA,"Albania",0.935024202347326,2.84884137750647,1,1
268,36,NA,NA,"Albania",0.717652849794497,-0.926671409804969,1,1
268,37,NA,NA,"Albania",-1.538277363177,1.12779976123168,1,1
268,38,NA,NA,"Albania",1.15980469816771,1.83447645019129,1,1
268,39,NA,NA,"Albania",-0.947897844365513,-0.594171724623191,1,1
268,40,NA,NA,"Albania",-0.0298846247390544,-0.853989412558019,1,1
268,41,NA,NA,"Albania",0.178766317086289,-0.420073909635548,1,1
268,42,NA,NA,"Albania",3.23530125080445,-1.5883624463647,1,1
268,43,NA,NA,"Albania",0.724043687690605,2.36600436910221,1,1
268,44,NA,NA,"Albania",1.02159662169003,-3.44899903649464,1,1
268,45,NA,NA,"Albania",1.35215322104814,-1.61192191251291,1,1
269,1,800290,806990,"Albania",2.90672091133689,-1.83879498324403,1,1
269,2,NA,NA,"Albania",1.53943150485832,-0.113147209858261,1,1
269,3,NA,NA,"Albania",0.747108729073604,-1.26601427075906,1,1
269,4,NA,NA,"Albania",1.84866425069491,0.355034315614393,1,1
269,5,NA,NA,"Albania",1.8181025512085,1.91038025825179,1,1
269,6,NA,NA,"Albania",2.97722867218228,2.00740963915624,1,1
269,7,NA,NA,"Albania",0.361939094766313,-2.10005867702099,1,1
269,8,NA,NA,"Albania",-0.496446707301665,-0.917048308698814,1,1
269,9,NA,NA,"Albania",2.23061959916674,-1.20001296633542,1,1
269,10,NA,NA,"Albania",3.02244153385337,-0.450671495331212,1,1
269,11,NA,NA,"Albania",2.11021402902049,-1.03088524536023,1,1
269,12,NA,NA,"Albania",3.57495067946378,-0.368006420252076,1,1
269,13,NA,NA,"Albania",2.26633322727238,0.24660860662968,1,1
269,14,NA,NA,"Albania",3.11769106962101,0.366491444429403,1,1
269,15,NA,NA,"Albania",2.03423107310245,-1.41098515879011,1,1
269,16,NA,NA,"Albania",1.28268003419621,-0.558379530849862,1,1
269,17,NA,NA,"Albania",2.31975685059581,-1.17714868603702,1,1
269,18,NA,NA,"Albania",-1.04899341011715,-0.640598814576718,1,1
269,19,NA,NA,"Albania",0.649252435310067,-0.364278959774568,1,1
269,20,NA,NA,"Albania",0.505453034221274,0.827808497045553,1,1
269,21,NA,NA,"Albania",3.28949056473859,-1.21649850386886,1,1
269,22,NA,NA,"Albania",1.64813032107626,-0.405008764885642,1,1
269,23,NA,NA,"Albania",1.21842361441601,-2.01514220859257,1,1
269,24,NA,NA,"Albania",-1.22951044916379,-0.743741509311303,1,1
269,25,NA,NA,"Albania",2.93254586112425,-0.366742982800786,1,1
269,26,NA,NA,"Albania",2.91465622536205,-0.985173352112665,1,1
269,27,NA,NA,"Albania",0.99413838308897,0.652199174908295,1,1
269,28,NA,NA,"Albania",3.1107699986708,-1.73713842859949,1,1
269,29,NA,NA,"Albania",1.83557793050181,-0.802084484840306,1,1
269,30,NA,NA,"Albania",1.96727392848269,-0.0974848973536523,1,1
269,31,NA,NA,"Albania",2.62686243249957,-0.770868652019828,1,1
269,32,NA,NA,"Albania",0.560748696500402,-3.52058988279638,1,1
269,33,NA,NA,"Albania",1.76327173737611,-1.08405558070382,1,1
269,34,NA,NA,"Albania",1.69944659901682,-0.53852271617553,1,1
269,35,NA,NA,"Albania",1.8810206585679,0.595663432789324,1,1
269,36,NA,NA,"Albania",0.909551708773688,-1.82948808939164,1,1
269,37,NA,NA,"Albania",1.5357447918034,1.54812725611087,1,1
269,38,NA,NA,"Albania",1.02183178512185,0.068237465815776,1,1
269,39,NA,NA,"Albania",3.60631402787156,-0.168420141677499,1,1
269,40,NA,NA,"Albania",1.56375650424054,-1.81751007068758,1,1
269,41,NA,NA,"Albania",-1.23365951362657,-0.104811317297899,1,1
269,42,NA,NA,"Albania",2.08248731715268,-1.11511968039366,1,1
269,43,NA,NA,"Albania",1.01208157438155,-0.609125209387928,1,1
269,44,NA,NA,"Albania",1.82127643363633,-0.562091609896373,1,1
269,45,NA,NA,"Albania",0.443919504734776,-0.22924248526884,1,1
270,1,800291,800085,"Albania",0.7197,0.3133,0,0
270,2,800291,800167,"Albania",1.92517265776915,-1.03872830775409,1,1
270,3,800291,800233,"Albania",3.7408906363786,-0.7393,1,0
270,4,800291,800424,"Albania",0.9784375500519,-3.6153456540724,1,1
270,5,800291,800449,"Albania",1.0619,-0.3061,0,0
270,6,800291,800588,"Albania",2.73585886584761,-0.3061,1,0
270,7,800291,800750,"Albania",0.2048,-3.5994,0,0
270,8,800291,801061,"Albania",1.117,0.8077,0,0
270,9,800291,801691,"Albania",4.2166,-0.3061,0,0
270,10,800291,801851,"Albania",-0.0408,0.4976,0,0
270,11,800291,802416,"Albania",0.5962,-0.3061,0,0
270,12,800291,803461,"Albania",0.113699819437649,-1.36511520663479,1,1
270,13,800291,803948,"Albania",2.3919479769962,0.0258555327576052,1,1
270,14,800291,804310,"Albania",0.9063,-0.1751,0,0
270,15,800291,804606,"Albania",-0.373822369225157,-0.936588803016267,1,1
270,16,800291,805077,"Albania",0.9781,-0.8184,0,0
270,17,800291,805100,"Albania",0.7656,1.2194,0,0
270,18,800291,805833,"Albania",2.44930331290902,2.18354655189405,1,1
270,19,800291,806846,"Albania",-0.705070913981624,-0.686149138726715,1,1
270,20,800291,807010,"Albania",-0.048565215626964,-0.254889181632508,1,1
270,21,800291,807088,"Albania",4.2166,-0.3061,0,0
270,22,800291,807119,"Albania",0.4452,-0.3061,0,0
270,23,800291,807159,"Albania",2.84701244762673,-0.7179,1,0
270,24,800291,807207,"Albania",0.4197,0.9256,0,0
270,25,800291,807284,"Albania",-0.303888828663296,-3.17535165346797,1,1
270,26,NA,NA,"Albania",0.115082388290391,0.627515335699099,1,1
270,27,NA,NA,"Albania",1.68403410340345,-2.63873748232016,1,1
270,28,NA,NA,"Albania",0.260509315625888,-1.58221433012247,1,1
270,29,NA,NA,"Albania",2.17768151219673,-2.3868614769646,1,1
270,30,NA,NA,"Albania",-0.0714910633933656,-1.20847376629927,1,1
270,31,NA,NA,"Albania",1.58420659340598,-0.516679473784701,1,1
270,32,NA,NA,"Albania",3.99508425908026,-1.03182515540215,1,1
270,33,NA,NA,"Albania",3.23669997761163,0.112157623189815,1,1
270,34,NA,NA,"Albania",3.50752170861004,-2.99907155505992,1,1
270,35,NA,NA,"Albania",0.00344062815982649,-1.10385330753507,1,1
270,36,NA,NA,"Albania",0.343032421822333,-1.8183406502297,1,1
270,37,NA,NA,"Albania",0.917220832355521,-0.0116472826095916,1,1
270,38,NA,NA,"Albania",3.87289464976506,-0.568502354254242,1,1
270,39,NA,NA,"Albania",1.72872031941275,-1.0987114583404,1,1
270,40,NA,NA,"Albania",2.50836587869023,-0.86081113795854,1,1
270,41,NA,NA,"Albania",0.277647195371953,0.0674875653651421,1,1
270,42,NA,NA,"Albania",-0.269970476869655,1.32315622255858,1,1
270,43,NA,NA,"Albania",2.9940051059313,0.602304027360391,1,1
270,44,NA,NA,"Albania",-1.01933767614524,-0.592114403058662,1,1
270,45,NA,NA,"Albania",1.63997199327187,-0.951482328000944,1,1
271,1,800293,800278,"Albania",2.38821964228345,-1.71598074795776,1,1
271,2,800293,800298,"Albania",0.810403761435835,0.179417215404705,1,1
271,3,800293,800612,"Albania",1.0936,-3.5994,0,0
271,4,800293,800937,"Albania",3.26467914451785,-1.46906447474274,1,1
271,5,800293,801332,"Albania",1.64997908078402,1.91629108588235,1,1
271,6,800293,801340,"Albania",2.14987766519465,-1.49264349525726,1,1
271,7,800293,801358,"Albania",2.34605708994833,-2.42811813841215,1,1
271,8,800293,801618,"Albania",1.92986714822054,-0.720611784101607,1,1
271,9,800293,801862,"Albania",1.33557542074487,0.0673767246028128,1,1
271,10,800293,801952,"Albania",-1.96159970733716,-2.17153301157548,1,1
271,11,800293,802139,"Albania",-0.494169147853537,0.27366499739415,1,1
271,12,800293,802267,"Albania",2.88675267139656,0.662341047135102,1,1
271,13,800293,802825,"Albania",1.15110483243198,-0.548644804172296,1,1
271,14,800293,802859,"Albania",1.06807719738193,-1.54111790750308,1,1
271,15,800293,803053,"Albania",2.1509281033222,-0.3061,1,0
271,16,800293,803402,"Albania",1.78072702653035,-1.88346119182866,1,1
271,17,800293,803592,"Albania",1.4745,-3.5994,0,0
271,18,800293,803599,"Albania",1.71296177736878,-0.16,1,0
271,19,800293,803666,"Albania",1.63263859180398,-2.22580926015389,1,1
271,20,800293,803702,"Albania",0.852511616227266,-0.883969264409467,1,1
271,21,800293,803813,"Albania",1.4745,-0.3061,0,0
271,22,800293,803933,"Albania",1.30165902814458,2.0294,1,0
271,23,800293,803941,"Albania",0.232675835235826,-0.3061,1,0
271,24,800293,804714,"Albania",-0.482479722681337,0.476657090559541,1,1
271,25,800293,804946,"Albania",2.69071957687103,-1.25599993042043,1,1
271,26,800293,805716,"Albania",0.473984615437348,0.112416683251404,1,1
271,27,800293,805802,"Albania",1.7890776998503,-0.103,1,0
271,28,800293,805812,"Albania",0.0376444443990499,-0.145,1,0
271,29,800293,806349,"Albania",-0.9041,-0.2794,0,0
271,30,800293,806526,"Albania",0.117167771416024,-0.3061,1,0
271,31,800293,806921,"Albania",-0.692647639454864,0.272470657651151,1,1
271,32,800293,806951,"Albania",0.810735711388768,-0.227725277014554,1,1
271,33,800293,806970,"Albania",0.13949957229835,-2.66188968500195,1,1
271,34,800293,806995,"Albania",1.71076655955505,1.37285718335163,1,1
271,35,800293,807164,"Albania",-1.7799807696834,-1.99438416388247,1,1
271,36,800293,807236,"Albania",2.31077711206332,-4.17762491692045,1,1
271,37,800293,807239,"Albania",1.49893174260238,-1.02379280743175,1,1
271,38,800293,807276,"Albania",0.240123789151183,-2.55900612322499,1,1
271,39,800293,807311,"Albania",1.19192649770552,-0.504774604045338,1,1
271,40,800293,807313,"Albania",2.7893157702802,0.127374514509345,1,1
271,41,800293,807318,"Albania",1.64417430045027,1.55236665200228,1,1
271,42,NA,NA,"Albania",-1.09467662395694,0.679388503694032,1,1
271,43,NA,NA,"Albania",0.346341525550458,0.351634177306243,1,1
271,44,NA,NA,"Albania",2.65736964784294,-1.44175638271899,1,1
271,45,NA,NA,"Albania",-0.990053358354941,-1.41223592786678,1,1
272,1,800294,800367,"Albania",2.14184132907415,-0.223486936270451,1,1
272,2,800294,800746,"Albania",2.88014450834774,0.196662523502972,1,1
272,3,800294,801141,"Albania",1.33076684026751,0.6737,1,0
272,4,800294,801975,"Albania",0.55919401888247,-1.22071449696622,1,1
272,5,800294,802343,"Albania",2.42,1.21121260938531,0,1
272,6,800294,802542,"Albania",2.01486057554533,3.40080861901033,1,1
272,7,800294,802584,"Albania",1.60593917825576,-0.265249896821443,1,1
272,8,800294,802961,"Albania",0.3063,0.960629731410855,0,1
272,9,800294,804240,"Albania",1.3049905916492,-0.420496576660212,1,1
272,10,800294,804242,"Albania",1.2754,0.775876618422409,0,1
272,11,800294,804307,"Albania",1.85056053931298,-2.19546071405641,1,1
272,12,800294,804465,"Albania",4.2166,-0.3061,0,0
272,13,800294,804695,"Albania",1.83287871019277,-1.22832380410697,1,1
272,14,800294,804809,"Albania",1.18919314532248,-0.265630396173996,1,1
272,15,800294,804894,"Albania",0.9658,-2.46493921579783,0,1
272,16,800294,805375,"Albania",2.80082667928132,0.572538206904769,1,1
272,17,800294,805479,"Albania",2.68064713534712,0.517239794609268,1,1
272,18,800294,806783,"Albania",1.0267,-0.2794,0,0
272,19,800294,806865,"Albania",0.3125,-0.4642,0,0
272,20,800294,806977,"Albania",2.09603930024728,0.9899,1,0
272,21,800294,807575,"Albania",2.9768598182993,-1.35382487510007,1,1
272,22,NA,NA,"Albania",2.05447256906884,1.02768509185884,1,1
272,23,NA,NA,"Albania",-0.422683018976445,-0.913839991405468,1,1
272,24,NA,NA,"Albania",3.16227834309284,-2.33067143247055,1,1
272,25,NA,NA,"Albania",1.06661830673298,-0.691433923942464,1,1
272,26,NA,NA,"Albania",0.706720644558265,0.331302889299776,1,1
272,27,NA,NA,"Albania",0.833858844951361,0.0986154238126072,1,1
272,28,NA,NA,"Albania",1.301450505183,1.22566244397418,1,1
272,29,NA,NA,"Albania",0.507896085118417,-0.920416615885332,1,1
272,30,NA,NA,"Albania",-1.36868890360673,1.75832033156756,1,1
272,31,NA,NA,"Albania",1.1582615517832,-1.0200372222392,1,1
272,32,NA,NA,"Albania",0.928698421802851,1.25871183468303,1,1
272,33,NA,NA,"Albania",1.26805299792627,0.240365773421859,1,1
272,34,NA,NA,"Albania",1.67327077575593,-0.0464059630892121,1,1
272,35,NA,NA,"Albania",1.9609117825641,-0.742717331941554,1,1
272,36,NA,NA,"Albania",-0.938422707600537,-4.56919723136747,1,1
272,37,NA,NA,"Albania",-0.211417715306115,-2.48705382309222,1,1
272,38,NA,NA,"Albania",1.46196637416524,-1.31974551615634,1,1
272,39,NA,NA,"Albania",2.51711841253817,-0.622268734235606,1,1
272,40,NA,NA,"Albania",-1.59428956053923,0.50152605574043,1,1
272,41,NA,NA,"Albania",1.49687071938157,-0.422368084027333,1,1
272,42,NA,NA,"Albania",0.425255944301957,-0.443002512223071,1,1
272,43,NA,NA,"Albania",1.45672475523336,1.74021740210038,1,1
272,44,NA,NA,"Albania",0.366026194740956,0.681781350282089,1,1
272,45,NA,NA,"Albania",1.60052047771177,-0.0309011279048803,1,1
273,1,800295,800214,"Albania",4.2166,-3.5994,0,0
273,2,800295,800531,"Albania",0.679692678344304,0.0639533701407202,1,1
273,3,800295,800625,"Albania",1.15138066889667,-0.281643604984853,1,1
273,4,800295,803084,"Albania",-0.69469831792301,-0.3061,1,0
273,5,800295,804428,"Albania",0.902058217436808,1.31356588831476,1,1
273,6,800295,806692,"Albania",1.30127009875086,-0.530752882502611,1,1
273,7,NA,NA,"Albania",2.3401770240596,-0.694506663302642,1,1
273,8,NA,NA,"Albania",0.722388806099664,-0.88716158278652,1,1
273,9,NA,NA,"Albania",0.0614184189803473,-0.459826424351385,1,1
273,10,NA,NA,"Albania",1.7921026587191,0.171871360798231,1,1
273,11,NA,NA,"Albania",2.67174491567926,-1.22399334271885,1,1
273,12,NA,NA,"Albania",2.24234966618858,-2.76355638754796,1,1
273,13,NA,NA,"Albania",-1.02012090061407,-0.56979517780339,1,1
273,14,NA,NA,"Albania",1.74191534754735,1.4456488306049,1,1
273,15,NA,NA,"Albania",0.562890577224964,-1.25454296388051,1,1
273,16,NA,NA,"Albania",0.71280924399198,-2.10156884675442,1,1
273,17,NA,NA,"Albania",-1.3080847977509,-0.950784362439427,1,1
273,18,NA,NA,"Albania",0.719482558641368,-0.198038572648679,1,1
273,19,NA,NA,"Albania",3.29656623872269,-1.41452146113393,1,1
273,20,NA,NA,"Albania",2.12479100140179,1.48473508121088,1,1
273,21,NA,NA,"Albania",1.6106679725422,1.06415721561727,1,1
273,22,NA,NA,"Albania",1.29028411274023,2.16655029056504,1,1
273,23,NA,NA,"Albania",2.38469027549516,-1.4083191188906,1,1
273,24,NA,NA,"Albania",2.90282226259355,2.14388727214136,1,1
273,25,NA,NA,"Albania",3.25939968902587,-0.696843076234555,1,1
273,26,NA,NA,"Albania",1.35029538006619,-1.67786952815254,1,1
273,27,NA,NA,"Albania",0.497366188070206,2.24801470902632,1,1
273,28,NA,NA,"Albania",1.94081778718152,0.727019614297259,1,1
273,29,NA,NA,"Albania",0.509510318975347,-0.855945900109562,1,1
273,30,NA,NA,"Albania",-0.0535920688911089,-0.441597855025566,1,1
273,31,NA,NA,"Albania",-1.27473830064245,0.288917450243103,1,1
273,32,NA,NA,"Albania",2.14861649028567,-0.699966834531476,1,1
273,33,NA,NA,"Albania",2.58939245816223,0.741753052837062,1,1
273,34,NA,NA,"Albania",3.32881398005637,-3.28621689233201,1,1
273,35,NA,NA,"Albania",2.68161094777014,-0.734211014780571,1,1
273,36,NA,NA,"Albania",1.59707520325902,0.543796469794641,1,1
273,37,NA,NA,"Albania",0.0985773195310994,-0.126896628701705,1,1
273,38,NA,NA,"Albania",3.00128215789557,-0.136917183164926,1,1
273,39,NA,NA,"Albania",1.76619593042066,-1.18551767875186,1,1
273,40,NA,NA,"Albania",0.597107249110419,-0.66607894289556,1,1
273,41,NA,NA,"Albania",2.16873968983545,-1.50840664446927,1,1
273,42,NA,NA,"Albania",3.66405152449301,1.53948469149392,1,1
273,43,NA,NA,"Albania",-1.11705817055654,1.62309899104358,1,1
273,44,NA,NA,"Albania",0.255931167776842,-2.46966378901966,1,1
273,45,NA,NA,"Albania",1.71337947794785,-2.76768452259517,1,1
274,1,800296,800133,"Albania",-1.117,0.3551,0,0
274,2,800296,800959,"Albania",1.4745,-0.4664,0,0
274,3,800296,801919,"Albania",1.70283078155629,-2.31859196148047,1,1
274,4,800296,802577,"Albania",1.25720663209507,-0.320240415349984,1,1
274,5,800296,803088,"Albania",0.494,2.0294,0,0
274,6,800296,803721,"Albania",0.8229,-3.5994,0,0
274,7,800296,807052,"Albania",4.3017,0.1371,0,0
274,8,NA,NA,"Albania",3.78019888302542,2.48094174155815,1,1
274,9,NA,NA,"Albania",1.68098389710341,0.839504908514931,1,1
274,10,NA,NA,"Albania",3.30505313217206,1.66627913351285,1,1
274,11,NA,NA,"Albania",2.35372017873894,-0.0191735584777556,1,1
274,12,NA,NA,"Albania",3.52585841508016,-0.70098173384935,1,1
274,13,NA,NA,"Albania",-0.489005909243848,-0.789508291767861,1,1
274,14,NA,NA,"Albania",3.68800290078675,0.270579369283268,1,1
274,15,NA,NA,"Albania",3.4067428397616,-0.282510933077044,1,1
274,16,NA,NA,"Albania",-0.670678545004414,-0.405523293075649,1,1
274,17,NA,NA,"Albania",-0.389224034439066,0.730545879665465,1,1
274,18,NA,NA,"Albania",0.648924634336228,2.25892493506107,1,1
274,19,NA,NA,"Albania",1.24806121179508,1.42509090062419,1,1
274,20,NA,NA,"Albania",5.47347874496666,0.561633291672845,1,1
274,21,NA,NA,"Albania",0.8774813648202,-1.08071861180359,1,1
274,22,NA,NA,"Albania",2.19739716485958,-1.65506961113378,1,1
274,23,NA,NA,"Albania",1.75213679916942,-0.948559431225843,1,1
274,24,NA,NA,"Albania",1.45202025752294,0.657514809646979,1,1
274,25,NA,NA,"Albania",4.10288602751566,-0.505671234753495,1,1
274,26,NA,NA,"Albania",1.63973585279974,-0.508128490341138,1,1
274,27,NA,NA,"Albania",-0.375131368106083,0.0250377113019558,1,1
274,28,NA,NA,"Albania",1.1915275825327,-0.592832657401669,1,1
274,29,NA,NA,"Albania",0.960378836881849,0.882931916832181,1,1
274,30,NA,NA,"Albania",-0.590255360079683,-0.394059269062797,1,1
274,31,NA,NA,"Albania",0.682952065343069,2.34815175683118,1,1
274,32,NA,NA,"Albania",1.66212921846725,-0.512454492877781,1,1
274,33,NA,NA,"Albania",2.73985440892157,-0.828531786134639,1,1
274,34,NA,NA,"Albania",4.79730222026366,-0.715734291563415,1,1
274,35,NA,NA,"Albania",2.58627579323869,0.266355783365991,1,1
274,36,NA,NA,"Albania",1.32019062809402,-0.2692015110895,1,1
274,37,NA,NA,"Albania",2.16261641074912,0.0421007799874981,1,1
274,38,NA,NA,"Albania",2.99683228028167,-0.843664879434842,1,1
274,39,NA,NA,"Albania",2.32145987312423,1.89972564727526,1,1
274,40,NA,NA,"Albania",3.0095957453192,0.592069956864422,1,1
274,41,NA,NA,"Albania",2.98465821273321,0.298053486220045,1,1
274,42,NA,NA,"Albania",1.96535382179207,1.0402493964563,1,1
274,43,NA,NA,"Albania",0.981547642736625,-1.8582873100325,1,1
274,44,NA,NA,"Albania",2.01631812511688,-1.16332037505909,1,1
274,45,NA,NA,"Albania",-0.279675896776949,0.820649581908852,1,1
275,1,37200001,37200155,"Ireland",0.8486,0.7798,0,0
275,2,37200001,37200186,"Ireland",0.7358,0.0855,0,0
275,3,37200001,37200306,"Ireland",-0.8928,-0.145,0,0
275,4,37200001,37200482,"Ireland",-0.2233,-0.0144,0,0
275,5,37200001,37200542,"Ireland",-1.117,2.0294,0,0
275,6,37200001,37201217,"Ireland",0.3211,0.7798,0,0
275,7,37200001,37201391,"Ireland",0.2849,0.8823,0,0
275,8,37200001,37201483,"Ireland",0.248902708565191,0.2929,1,0
275,9,37200001,37201520,"Ireland",-0.1383,1.7012,0,0
275,10,37200001,37201536,"Ireland",0.391,-0.3061,0,0
275,11,37200001,37201734,"Ireland",-1.117,-0.145,0,0
275,12,37200001,37201875,"Ireland",0.9063,-0.3061,0,0
275,13,37200001,37202007,"Ireland",0.3939,-0.0144,0,0
275,14,37200001,37202066,"Ireland",0.106074833226322,-0.145,1,0
275,15,37200001,37202288,"Ireland",0.4527,0.6831,0,0
275,16,37200001,37202415,"Ireland",0.5414,-0.145,0,0
275,17,37200001,37202595,"Ireland",0.4065,-0.3663,0,0
275,18,37200001,37202944,"Ireland",-0.8925,-0.3061,0,0
275,19,37200001,37203580,"Ireland",0.6454,0.6831,0,0
275,20,37200001,37203832,"Ireland",-0.5685,0.7892,0,0
275,21,37200001,37204044,"Ireland",1.3374,-0.16,0,0
275,22,37200001,37204269,"Ireland",1.037,-0.145,0,0
275,23,37200001,37204379,"Ireland",0.3723,2.0294,0,0
275,24,37200001,37204898,"Ireland",-1.117,-0.145,0,0
275,25,37200001,37205154,"Ireland",0.574,0.7798,0,0
275,26,37200001,37205175,"Ireland",0.101,0.6831,0,0
275,27,37200001,37205183,"Ireland",0.7559,-0.3061,0,0
275,28,37200001,37205514,"Ireland",0.1505,-1.1501,0,0
275,29,37200001,37205563,"Ireland",-0.0112,0.7798,0,0
275,30,37200001,37205909,"Ireland",1.533,-0.6612,0,0
275,31,37200001,37206283,"Ireland",0.7894,-0.0144,0,0
275,32,37200001,37206488,"Ireland",-0.3158,-0.145,0,0
275,33,37200001,37206551,"Ireland",1.4745,-0.3061,0,0
275,34,37200001,37207043,"Ireland",0.6376,0.2929,0,0
275,35,37200001,37207371,"Ireland",-0.2963,0.9962,0,0
275,36,NA,NA,"Ireland",-0.0232798355406359,1.07322668070524,1,1
275,37,NA,NA,"Ireland",0.539340437610629,-0.101713311840773,1,1
275,38,NA,NA,"Ireland",-0.643907811088494,-0.937216403036886,1,1
275,39,NA,NA,"Ireland",-0.765849612231779,-0.178146216484245,1,1
275,40,NA,NA,"Ireland",1.72202721285573,-0.38383950555877,1,1
275,41,NA,NA,"Ireland",0.83329199911684,-0.427317741240506,1,1
275,42,NA,NA,"Ireland",1.7570581225231,-0.0658473127241954,1,1
275,43,NA,NA,"Ireland",0.550045459389191,-0.473437399581608,1,1
275,44,NA,NA,"Ireland",0.0938307241367679,0.480169124288053,1,1
275,45,NA,NA,"Ireland",0.1742223148566,0.516448975884904,1,1
276,1,37200002,37200207,"Ireland",-0.1407,0.0855,0,0
276,2,37200002,37200968,"Ireland",-1.117,0.0855,0,0
276,3,37200002,37201038,"Ireland",-1.117,-0.3061,0,0
276,4,37200002,37201077,"Ireland",0.097,0.0855,0,0
276,5,37200002,37201206,"Ireland",-0.8134,2.0294,0,0
276,6,37200002,37201210,"Ireland",-0.1407,-0.2927,0,0
276,7,37200002,37201481,"Ireland",0.6791,0.7798,0,0
276,8,37200002,37201591,"Ireland",0.1821,-3.5994,0,0
276,9,37200002,37201594,"Ireland",-0.918440162804832,0.7798,1,0
276,10,37200002,37202406,"Ireland",0.2265,2.0294,0,0
276,11,37200002,37202411,"Ireland",-1.117,0.251,0,0
276,12,37200002,37202577,"Ireland",-0.7642,2.0294,0,0
276,13,37200002,37202826,"Ireland",0.5372,0.7416,0,0
276,14,37200002,37203232,"Ireland",-1.117,-0.3061,0,0
276,15,37200002,37204505,"Ireland",-0.1992,0.7798,0,0
276,16,37200002,37204781,"Ireland",0.5023,-0.0144,0,0
276,17,37200002,37204876,"Ireland",0.9511,0.7798,0,0
276,18,37200002,37204990,"Ireland",2.0931,2.0294,0,0
276,19,37200002,37205017,"Ireland",-1.1205,-0.16,0,0
276,20,37200002,37205357,"Ireland",0.284824281180445,0.6831,1,0
276,21,37200002,37205464,"Ireland",-0.34890075441387,-0.0033,1,0
276,22,37200002,37205660,"Ireland",1.1735,-0.0144,0,0
276,23,37200002,37205700,"Ireland",-1.117,0.7798,0,0
276,24,37200002,37206343,"Ireland",-0.854170681147655,0.762753268167195,1,1
276,25,37200002,37206416,"Ireland",-1.117,-0.0033,0,0
276,26,37200002,37206757,"Ireland",0.6153,0.2143,0,0
276,27,NA,NA,"Ireland",-1.56767113091894,0.44217936074167,1,1
276,28,NA,NA,"Ireland",-1.00567193568843,0.144418408197856,1,1
276,29,NA,NA,"Ireland",-1.61158419728229,0.0906454258605667,1,1
276,30,NA,NA,"Ireland",-0.463563450708657,0.141215324024056,1,1
276,31,NA,NA,"Ireland",-1.02304754869892,0.180734459049602,1,1
276,32,NA,NA,"Ireland",0.159804169929184,0.442406868406815,1,1
276,33,NA,NA,"Ireland",1.1126831198251,0.0462850404253485,1,1
276,34,NA,NA,"Ireland",-0.148942388912913,-0.738435801669787,1,1
276,35,NA,NA,"Ireland",0.251845571652389,-1.29786076997638,1,1
276,36,NA,NA,"Ireland",-1.70439300690443,0.219548433644699,1,1
276,37,NA,NA,"Ireland",-0.613106157431325,1.32099180234317,1,1
276,38,NA,NA,"Ireland",-0.301863716242573,0.645475613381781,1,1
276,39,NA,NA,"Ireland",-0.425273319476966,1.97819828410464,1,1
276,40,NA,NA,"Ireland",-0.0943573947003235,-0.449794293668484,1,1
276,41,NA,NA,"Ireland",0.889766293981702,0.627605918800753,1,1
276,42,NA,NA,"Ireland",0.173212288093127,-1.40019881796121,1,1
276,43,NA,NA,"Ireland",-1.7487791835147,0.0903316875532953,1,1
